event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
ongoing_pregnancy,RCD,Q005.,,C0158805,Fetal or neonatal effect of maternal injury,,,,,Q005.
ongoing_pregnancy,RCD,Q005.,,C0158805,Fetal or neonatal effect of maternal injury,,,,,Q005.
ongoing_pregnancy,RCD,XE1eU,,C0158849,Slow fetal growth AND/OR fetal malnutrition,,,,,XE1eU
ongoing_pregnancy,RCD,Q401.,,C0158945,Congenital cytomegalovirus infection,,,,,Q401.
ongoing_pregnancy,RCD,Q401.,,C0158945,Congenital cytomegalovirus infection,,,,,Q401.
ongoing_pregnancy,RCD,Xa4SU,,C0232989,Normal pregnancy,,,,,Xa4SU
ongoing_pregnancy,RCD,ZV220,,C0260550,Encounter due to first normal pregnancy supervision,,,,,ZV220
ongoing_pregnancy,RCD,ZV220,,C0260550,Encounter due to first normal pregnancy supervision,,,,,ZV220
ongoing_pregnancy,RCD,ZV23.,,C0260551,Encounter for supervision of high-risk pregnancy,,,,,ZV23.
ongoing_pregnancy,RCD,ZV23.,,C0260551,Encounter for supervision of high-risk pregnancy,,,,,ZV23.
ongoing_pregnancy,RCD,ZVu25,,C0260559,Encounter for supervision of other high-risk pregnancies,,,,,ZVu25
ongoing_pregnancy,RCD,ZVu25,,C0260559,Encounter for supervision of other high-risk pregnancies,,,,,ZVu25
ongoing_pregnancy,RCD,ZV28.,,C0260591,Encounter due to antenatal screening,,,,,"ZV28.,ZV28z"
ongoing_pregnancy,RCD,ZV28z,,C0260591,Encounter due to antenatal screening,,,,,"ZV28.,ZV28z"
ongoing_pregnancy,RCD,ZV28z,,C0260591,Encounter due to antenatal screening,,,,,"ZV28.,ZV28z"
ongoing_pregnancy,RCD,ZV28.,,C0260591,Encounter due to antenatal screening,,,,,"ZV28.,ZV28z"
ongoing_pregnancy,RCD,ZVu26,,C0260594,Other antenatal screening based on amniocentesis,,,,,ZVu26
ongoing_pregnancy,RCD,ZVu26,,C0260594,Other antenatal screening based on amniocentesis,,,,,ZVu26
ongoing_pregnancy,RCD,ZVu28,,C0260596,Antenatal screening for fetal growth retardation using ultrasonics and other physical methods,,,,,ZVu28
ongoing_pregnancy,RCD,ZVu28,,C0260596,Antenatal screening for fetal growth retardation using ultrasonics and other physical methods,,,,,ZVu28
ongoing_pregnancy,RCD,ZV28y,,C0260598,Encounter due to other specified antenatal screening,,,,,ZV28y
ongoing_pregnancy,RCD,ZV28y,,C0260598,Encounter due to other specified antenatal screening,,,,,ZV28y
ongoing_pregnancy,RCD,ZV74.,,C0260899,Encounter due to special screening for bacterial and spirochetal disease,,,,,ZV74.
ongoing_pregnancy,RCD,ZV74.,,C0260899,Encounter due to special screening for bacterial and spirochetal disease,,,,,ZV74.
ongoing_pregnancy,RCD,L08y.,,C0269549,Failed attempted termination of pregnancy without complication,,,,,L08y.
ongoing_pregnancy,RCD,L08y.,,C0269549,Failed attempted termination of pregnancy without complication,,,,,L08y.
ongoing_pregnancy,RCD,L124z,,C0269658,Mild pre-eclampsia,,,,,"XaBE0,XE0vs,L1240,L124z"
ongoing_pregnancy,RCD,XE0vs,,C0269658,Mild pre-eclampsia,,,,,"XaBE0,XE0vs,L1240,L124z"
ongoing_pregnancy,RCD,XaBE0,,C0269658,Mild pre-eclampsia,,,,,"XaBE0,XE0vs,L1240,L124z"
ongoing_pregnancy,RCD,L1240,,C0269658,Mild pre-eclampsia,,,,,"XaBE0,XE0vs,L1240,L124z"
ongoing_pregnancy,RCD,L13z.,,C0269661,Vomiting of pregnancy,,,,,"XE0y2,L13z.,L13z0,L13zz"
ongoing_pregnancy,RCD,L13zz,,C0269661,Vomiting of pregnancy,,,,,"XE0y2,L13z.,L13z0,L13zz"
ongoing_pregnancy,RCD,XE0y2,,C0269661,Vomiting of pregnancy,,,,,"XE0y2,L13z.,L13z0,L13zz"
ongoing_pregnancy,RCD,L13z0,,C0269661,Vomiting of pregnancy,,,,,"XE0y2,L13z.,L13z0,L13zz"
ongoing_pregnancy,RCD,L1230,,C0341934,Transient hypertension of pregnancy,,,,,"X40Bx,L1230,L123z"
ongoing_pregnancy,RCD,X40Bx,,C0341934,Transient hypertension of pregnancy,,,,,"X40Bx,L1230,L123z"
ongoing_pregnancy,RCD,L123z,,C0341934,Transient hypertension of pregnancy,,,,,"X40Bx,L1230,L123z"
ongoing_pregnancy,RCD,L392.,,C0341966,Maternal hypotension syndrome,,,,,"L3920,L392.,L392z"
ongoing_pregnancy,RCD,L3920,,C0341966,Maternal hypotension syndrome,,,,,"L3920,L392.,L392z"
ongoing_pregnancy,RCD,L392z,,C0341966,Maternal hypotension syndrome,,,,,"L3920,L392.,L392z"
ongoing_pregnancy,RCD,L4130,,C0342044,Antepartum deep vein thrombosis,,,,,"L413.,L4130,L413z"
ongoing_pregnancy,RCD,L413.,,C0342044,Antepartum deep vein thrombosis,,,,,"L413.,L4130,L413z"
ongoing_pregnancy,RCD,L413z,,C0342044,Antepartum deep vein thrombosis,,,,,"L413.,L4130,L413z"
ongoing_pregnancy,RCD,L413.,,C0342044,Antepartum deep vein thrombosis,,,,,"L413.,L4130,L413z"
ongoing_pregnancy,RCD,L4130,,C0342044,Antepartum deep vein thrombosis,,,,,"L413.,L4130,L413z"
ongoing_pregnancy,RCD,L413z,,C0342044,Antepartum deep vein thrombosis,,,,,"L413.,L4130,L413z"
ongoing_pregnancy,RCD,XaBMF,,C0342054,Superficial thrombophlebitis in pregnancy,,,,,XaBMF
ongoing_pregnancy,RCD,L08z.,,C0392536,Failed attempted abortion,,,,,"L08..,L08z."
ongoing_pregnancy,RCD,L08..,,C0392536,Failed attempted abortion,,,,,"L08..,L08z."
ongoing_pregnancy,RCD,L08..,,C0392536,Failed attempted abortion,,,,,"L08..,L08z."
ongoing_pregnancy,RCD,L08z.,,C0392536,Failed attempted abortion,,,,,"L08..,L08z."
ongoing_pregnancy,RCD,X40Ba,,C0405034,Disorder of amniotic cavity AND/OR membrane,,,,,X40Ba
ongoing_pregnancy,RCD,L28zz,,C0405037,Amniotic cavity and membrane problem,,,,,"L28z.,L28z0,L28zz"
ongoing_pregnancy,RCD,L28z0,,C0405037,Amniotic cavity and membrane problem,,,,,"L28z.,L28z0,L28zz"
ongoing_pregnancy,RCD,L28z.,,C0405037,Amniotic cavity and membrane problem,,,,,"L28z.,L28z0,L28zz"
ongoing_pregnancy,RCD,L164z,,C0405072,Peripheral neuritis in pregnancy,,,,,"L164.,L1640,L164z"
ongoing_pregnancy,RCD,L164z,,C0405072,Peripheral neuritis in pregnancy,,,,,"L164.,L1640,L164z"
ongoing_pregnancy,RCD,L1640,,C0405072,Peripheral neuritis in pregnancy,,,,,"L164.,L1640,L164z"
ongoing_pregnancy,RCD,L164.,,C0405072,Peripheral neuritis in pregnancy,,,,,"L164.,L1640,L164z"
ongoing_pregnancy,RCD,L164.,,C0405072,Peripheral neuritis in pregnancy,,,,,"L164.,L1640,L164z"
ongoing_pregnancy,RCD,L1640,,C0405072,Peripheral neuritis in pregnancy,,,,,"L164.,L1640,L164z"
ongoing_pregnancy,RCD,L131.,,C0405080,Hyperemesis gravidarum with metabolic disturbance,,,,,"L131.,L131z,L1310"
ongoing_pregnancy,RCD,L131z,,C0405080,Hyperemesis gravidarum with metabolic disturbance,,,,,"L131.,L131z,L1310"
ongoing_pregnancy,RCD,L1310,,C0405080,Hyperemesis gravidarum with metabolic disturbance,,,,,"L131.,L131z,L1310"
ongoing_pregnancy,RCD,ZV733,,C0419585,Encounter due to rubella screening,,,,,ZV733
ongoing_pregnancy,RCD,ZV733,,C0419585,Encounter due to rubella screening,,,,,ZV733
ongoing_pregnancy,RCD,ZV223,,C0451636,"Pregnant state, incidental",,,,,ZV223
ongoing_pregnancy,RCD,ZV223,,C0451636,"Pregnant state, incidental",,,,,ZV223
ongoing_pregnancy,RCD,L390z,,C0473485,Maternal distress,,,,,"L3900,L390z,L390."
ongoing_pregnancy,RCD,L3900,,C0473485,Maternal distress,,,,,"L3900,L390z,L390."
ongoing_pregnancy,RCD,L3900,,C0473485,Maternal distress,,,,,"L3900,L390z,L390."
ongoing_pregnancy,RCD,L390.,,C0473485,Maternal distress,,,,,"L3900,L390z,L390."
ongoing_pregnancy,RCD,L390.,,C0473485,Maternal distress,,,,,"L3900,L390z,L390."
ongoing_pregnancy,RCD,L390z,,C0473485,Maternal distress,,,,,"L3900,L390z,L390."
ongoing_pregnancy,RCD,Lyu22,,C0477814,Other venous complications in pregnancy,,,,,Lyu22
ongoing_pregnancy,RCD,Lyu22,,C0477814,Other venous complications in pregnancy,,,,,Lyu22
ongoing_pregnancy,RCD,ZV234,,C0481651,Pregnancy with other poor obstetric history,,,,,ZV234
ongoing_pregnancy,RCD,ZV234,,C0481651,Pregnancy with other poor obstetric history,,,,,ZV234
ongoing_pregnancy,RCD,XaBMK,,C0495184,"Venous complication of pregnancy, unspecified",,,,,XaBMK
ongoing_pregnancy,RCD,44U9.,,C0580546,Blood glucose abnormal,,,,,44U9.
ongoing_pregnancy,RCD,44U9.,,C0580546,Blood glucose abnormal,,,,,44U9.
ongoing_pregnancy,RCD,ZV261,,C0699895,Encounter due to artificial insemination,,,,,ZV261
ongoing_pregnancy,RCD,ZV261,,C0699895,Encounter due to artificial insemination,,,,,ZV261
ongoing_pregnancy,RCD,ZV616,,C0700322,Encounter due to multiparity,,,,,ZV616
ongoing_pregnancy,RCD,ZV616,,C0700322,Encounter due to multiparity,,,,,ZV616
ongoing_pregnancy,RCD,ZV22.,,C0700573,Encounter due to normal pregnancy,,,,,ZV22.
ongoing_pregnancy,RCD,XaEF7,,C0730521,Gestation less than 24 weeks,,,,,XaEF7
ongoing_pregnancy,RCD,XaEF8,,C0730522,"Gestation period, 24 weeks",,,,,XaEF8
ongoing_pregnancy,RCD,ZV618,,C1313860,Encounter due to Illegitimate pregnancy,,,,,ZV618
ongoing_pregnancy,RCD,ZV618,,C1313860,Encounter due to Illegitimate pregnancy,,,,,ZV618
ongoing_pregnancy,RCD,Q102.,,C1510504,Fetal malnutrition without mention of light-for-dates,,,,,Q102.
ongoing_pregnancy,RCD,Q102.,,C1510504,Fetal malnutrition without mention of light-for-dates,,,,,Q102.
ongoing_pregnancy,RCD2,L100z,,C0000821,Threatened abortion,,,,,"L100z,L100.,L1000"
ongoing_pregnancy,RCD2,L100.,,C0000821,Threatened abortion,,,,,"L100z,L100.,L1000"
ongoing_pregnancy,RCD2,L1000,,C0000821,Threatened abortion,,,,,"L100z,L100.,L1000"
ongoing_pregnancy,RCD2,L2840,,C0002631,Infection of amniotic cavity,,,,,"L284z,L284.,L2840"
ongoing_pregnancy,RCD2,L284.,,C0002631,Infection of amniotic cavity,,,,,"L284z,L284.,L2840"
ongoing_pregnancy,RCD2,L284z,,C0002631,Infection of amniotic cavity,,,,,"L284z,L284.,L2840"
ongoing_pregnancy,RCD2,K555.,,C0007871,Uterine Cervical Incompetence,,,,,"L245z,K555.,L2450"
ongoing_pregnancy,RCD2,L245z,,C0007871,Uterine Cervical Incompetence,,,,,"L245z,K555.,L2450"
ongoing_pregnancy,RCD2,L2450,,C0007871,Uterine Cervical Incompetence,,,,,"L245z,K555.,L2450"
ongoing_pregnancy,RCD2,Q42..,,C0014761,"Erythroblastosis, Fetal",,,,,"Q42..,Q422.,Q42z."
ongoing_pregnancy,RCD2,Q422.,,C0014761,"Erythroblastosis, Fetal",,,,,"Q42..,Q422.,Q42z."
ongoing_pregnancy,RCD2,Q42z.,,C0014761,"Erythroblastosis, Fetal",,,,,"Q42..,Q422.,Q42z."
ongoing_pregnancy,RCD2,Q10z.,,C0015934,Fetal Growth Retardation,,,,,Q10z.
ongoing_pregnancy,RCD2,L270z,,C0020224,Polyhydramnios,,,,,"L270.,L2700,L270z,L27.."
ongoing_pregnancy,RCD2,L270.,,C0020224,Polyhydramnios,,,,,"L270.,L2700,L270z,L27.."
ongoing_pregnancy,RCD2,L2700,,C0020224,Polyhydramnios,,,,,"L270.,L2700,L270z,L27.."
ongoing_pregnancy,RCD2,L27..,,C0020224,Polyhydramnios,,,,,"L270.,L2700,L270z,L27.."
ongoing_pregnancy,RCD2,L13..,,C0020450,Hyperemesis Gravidarum,,,,,L13..
ongoing_pregnancy,RCD2,L13..,,C0020450,Hyperemesis Gravidarum,,,,,L13..
ongoing_pregnancy,RCD2,L130z,,C0020451,Mild hyperemesis gravidarum,,,,,"L130.,L130z"
ongoing_pregnancy,RCD2,L130.,,C0020451,Mild hyperemesis gravidarum,,,,,"L130.,L130z"
ongoing_pregnancy,RCD2,ZV619,,C0029865,Other unwanted pregnancy,,,,,ZV619
ongoing_pregnancy,RCD2,L21z0,,C0032989,Multiple Pregnancy,,,,,"L21..,L21z.,L21z0"
ongoing_pregnancy,RCD2,L21z.,,C0032989,Multiple Pregnancy,,,,,"L21..,L21z.,L21z0"
ongoing_pregnancy,RCD2,L21..,,C0032989,Multiple Pregnancy,,,,,"L21..,L21z.,L21z0"
ongoing_pregnancy,RCD2,L21..,,C0032989,Multiple Pregnancy,,,,,"L21..,L21z.,L21z0"
ongoing_pregnancy,RCD2,L21z0,,C0032989,Multiple Pregnancy,,,,,"L21..,L21z.,L21z0"
ongoing_pregnancy,RCD2,L21z.,,C0032989,Multiple Pregnancy,,,,,"L21..,L21z.,L21z0"
ongoing_pregnancy,RCD2,L150z,,C0032993,"Pregnancy, Prolonged",,,,,"L150z,L15z.,L15..,L1500"
ongoing_pregnancy,RCD2,L15z.,,C0032993,"Pregnancy, Prolonged",,,,,"L150z,L15z.,L15..,L1500"
ongoing_pregnancy,RCD2,L1500,,C0032993,"Pregnancy, Prolonged",,,,,"L150z,L15z.,L15..,L1500"
ongoing_pregnancy,RCD2,L15..,,C0032993,"Pregnancy, Prolonged",,,,,"L150z,L15z.,L15..,L1500"
ongoing_pregnancy,RCD2,ZV224,,C0038843,Supervision of other normal pregnancy,,,,,"ZV221,ZV224,ZVu23"
ongoing_pregnancy,RCD2,ZVu23,,C0038843,Supervision of other normal pregnancy,,,,,"ZV221,ZV224,ZVu23"
ongoing_pregnancy,RCD2,ZVu23,,C0038843,Supervision of other normal pregnancy,,,,,"ZV221,ZV224,ZVu23"
ongoing_pregnancy,RCD2,ZV221,,C0038843,Supervision of other normal pregnancy,,,,,"ZV221,ZV224,ZVu23"
ongoing_pregnancy,RCD2,ZV224,,C0038843,Supervision of other normal pregnancy,,,,,"ZV221,ZV224,ZVu23"
ongoing_pregnancy,RCD2,ZV221,,C0038843,Supervision of other normal pregnancy,,,,,"ZV221,ZV224,ZVu23"
ongoing_pregnancy,RCD2,L2800,,C0079924,Oligohydramnios,,,,,"L280.,L2800,L280z"
ongoing_pregnancy,RCD2,L280z,,C0079924,Oligohydramnios,,,,,"L280.,L2800,L280z"
ongoing_pregnancy,RCD2,L280.,,C0079924,Oligohydramnios,,,,,"L280.,L2800,L280z"
ongoing_pregnancy,RCD2,L2800,,C0079924,Oligohydramnios,,,,,"L280.,L2800,L280z"
ongoing_pregnancy,RCD2,L280.,,C0079924,Oligohydramnios,,,,,"L280.,L2800,L280z"
ongoing_pregnancy,RCD2,L280z,,C0079924,Oligohydramnios,,,,,"L280.,L2800,L280z"
ongoing_pregnancy,RCD2,L2100,,C0152150,"Pregnancy, Twin",,,,,"L210.,L2100,L210z"
ongoing_pregnancy,RCD2,L210.,,C0152150,"Pregnancy, Twin",,,,,"L210.,L2100,L210z"
ongoing_pregnancy,RCD2,L210z,,C0152150,"Pregnancy, Twin",,,,,"L210.,L2100,L210z"
ongoing_pregnancy,RCD2,L210z,,C0152150,"Pregnancy, Twin",,,,,"L210.,L2100,L210z"
ongoing_pregnancy,RCD2,L210.,,C0152150,"Pregnancy, Twin",,,,,"L210.,L2100,L210z"
ongoing_pregnancy,RCD2,L2100,,C0152150,"Pregnancy, Twin",,,,,"L210.,L2100,L210z"
ongoing_pregnancy,RCD2,L2110,,C0152151,"Pregnancy, Triplet",,,,,"L211.,L2110,L211z"
ongoing_pregnancy,RCD2,L211z,,C0152151,"Pregnancy, Triplet",,,,,"L211.,L2110,L211z"
ongoing_pregnancy,RCD2,L211z,,C0152151,"Pregnancy, Triplet",,,,,"L211.,L2110,L211z"
ongoing_pregnancy,RCD2,L211.,,C0152151,"Pregnancy, Triplet",,,,,"L211.,L2110,L211z"
ongoing_pregnancy,RCD2,L2110,,C0152151,"Pregnancy, Triplet",,,,,"L211.,L2110,L211z"
ongoing_pregnancy,RCD2,L211.,,C0152151,"Pregnancy, Triplet",,,,,"L211.,L2110,L211z"
ongoing_pregnancy,RCD2,L212.,,C0152152,Quadruplet pregnancy,,,,,"L212.,L212z,L2120"
ongoing_pregnancy,RCD2,L212z,,C0152152,Quadruplet pregnancy,,,,,"L212.,L212z,L2120"
ongoing_pregnancy,RCD2,L2120,,C0152152,Quadruplet pregnancy,,,,,"L212.,L212z,L2120"
ongoing_pregnancy,RCD2,L212z,,C0152152,Quadruplet pregnancy,,,,,"L212.,L212z,L2120"
ongoing_pregnancy,RCD2,L212.,,C0152152,Quadruplet pregnancy,,,,,"L212.,L212z,L2120"
ongoing_pregnancy,RCD2,L2120,,C0152152,Quadruplet pregnancy,,,,,"L212.,L212z,L2120"
ongoing_pregnancy,RCD2,L01..,,C0156422,Other abnormal product of conception,,,,,"L01..,L01z."
ongoing_pregnancy,RCD2,L01..,,C0156422,Other abnormal product of conception,,,,,"L01..,L01z."
ongoing_pregnancy,RCD2,L01z.,,C0156422,Other abnormal product of conception,,,,,"L01..,L01z."
ongoing_pregnancy,RCD2,L01z.,,C0156422,Other abnormal product of conception,,,,,"L01..,L01z."
ongoing_pregnancy,RCD2,L08w.,,C0156591,Failed attempted abortion with other specified complication,,,,,L08w.
ongoing_pregnancy,RCD2,L08w.,,C0156591,Failed attempted abortion with other specified complication,,,,,L08w.
ongoing_pregnancy,RCD2,L08x.,,C0156592,Failed attempted termination of pregnancy with complication,,,,,L08x.
ongoing_pregnancy,RCD2,L08x.,,C0156592,Failed attempted termination of pregnancy with complication,,,,,L08x.
ongoing_pregnancy,RCD2,L1001,,C0156606,Threatened abortion - delivered,,,,,L1001
ongoing_pregnancy,RCD2,L1001,,C0156606,Threatened abortion - delivered,,,,,L1001
ongoing_pregnancy,RCD2,L110z,,C0156617,Placenta previa without hemorrhage,,,,,"L110.,L1100,L110z"
ongoing_pregnancy,RCD2,L1100,,C0156617,Placenta previa without hemorrhage,,,,,"L110.,L1100,L110z"
ongoing_pregnancy,RCD2,L110.,,C0156617,Placenta previa without hemorrhage,,,,,"L110.,L1100,L110z"
ongoing_pregnancy,RCD2,L1320,,C0156699,Late vomiting of pregnancy,,,,,"L132.,L132z,L1320"
ongoing_pregnancy,RCD2,L132.,,C0156699,Late vomiting of pregnancy,,,,,"L132.,L132z,L1320"
ongoing_pregnancy,RCD2,L132z,,C0156699,Late vomiting of pregnancy,,,,,"L132.,L132z,L1320"
ongoing_pregnancy,RCD2,L1321,,C0156701,Late pregnancy vomiting - delivered,,,,,L1321
ongoing_pregnancy,RCD2,L1321,,C0156701,Late pregnancy vomiting - delivered,,,,,L1321
ongoing_pregnancy,RCD2,Lyu21,,C0156703,Other vomiting complicating pregnancy,,,,,Lyu21
ongoing_pregnancy,RCD2,Lyu21,,C0156703,Other vomiting complicating pregnancy,,,,,Lyu21
ongoing_pregnancy,RCD2,L13z1,,C0156709,Unspecified pregnancy vomiting - delivered,,,,,L13z1
ongoing_pregnancy,RCD2,L13z1,,C0156709,Unspecified pregnancy vomiting - delivered,,,,,L13z1
ongoing_pregnancy,RCD2,L14..,,C0156711,Early or threatened labour NOS,,,,,"L14..,L14z."
ongoing_pregnancy,RCD2,L14z.,,C0156711,Early or threatened labour NOS,,,,,"L14..,L14z."
ongoing_pregnancy,RCD2,L160z,,C0156724,Fetus papyraceous,,,,,"L160.,L1600,L160z"
ongoing_pregnancy,RCD2,L160z,,C0156724,Fetus papyraceous,,,,,"L160.,L1600,L160z"
ongoing_pregnancy,RCD2,L1600,,C0156724,Fetus papyraceous,,,,,"L160.,L1600,L160z"
ongoing_pregnancy,RCD2,L1600,,C0156724,Fetus papyraceous,,,,,"L160.,L1600,L160z"
ongoing_pregnancy,RCD2,L160.,,C0156724,Fetus papyraceous,,,,,"L160.,L1600,L160z"
ongoing_pregnancy,RCD2,L160.,,C0156724,Fetus papyraceous,,,,,"L160.,L1600,L160z"
ongoing_pregnancy,RCD2,L161.,,C0156728,Oedema or excessive weight gain in pregnancy without mention of hypertension,,,,,L161.
ongoing_pregnancy,RCD2,L162.,,C0156738,Unspecified renal disease in pregnancy NOS,,,,,"L162.,L1620,L162z"
ongoing_pregnancy,RCD2,L162z,,C0156738,Unspecified renal disease in pregnancy NOS,,,,,"L162.,L1620,L162z"
ongoing_pregnancy,RCD2,L1620,,C0156738,Unspecified renal disease in pregnancy NOS,,,,,"L162.,L1620,L162z"
ongoing_pregnancy,RCD2,L1650,,C0156750,Asymptomatic bacteriuria in pregnancy,,,,,"L165.,L1650,L165z"
ongoing_pregnancy,RCD2,L165z,,C0156750,Asymptomatic bacteriuria in pregnancy,,,,,"L165.,L1650,L165z"
ongoing_pregnancy,RCD2,L165.,,C0156750,Asymptomatic bacteriuria in pregnancy,,,,,"L165.,L1650,L165z"
ongoing_pregnancy,RCD2,L166.,,C0156756,Genitourinary tract infection in pregnancy,,,,,"L166.,L1660,L166z"
ongoing_pregnancy,RCD2,L166z,,C0156756,Genitourinary tract infection in pregnancy,,,,,"L166.,L1660,L166z"
ongoing_pregnancy,RCD2,L1660,,C0156756,Genitourinary tract infection in pregnancy,,,,,"L166.,L1660,L166z"
ongoing_pregnancy,RCD2,L1670,,C0156762,Liver disorder in pregnancy,,,,,"L167.,L1670,L167z"
ongoing_pregnancy,RCD2,L1670,,C0156762,Liver disorder in pregnancy,,,,,"L167.,L1670,L167z"
ongoing_pregnancy,RCD2,L167z,,C0156762,Liver disorder in pregnancy,,,,,"L167.,L1670,L167z"
ongoing_pregnancy,RCD2,L167z,,C0156762,Liver disorder in pregnancy,,,,,"L167.,L1670,L167z"
ongoing_pregnancy,RCD2,L167.,,C0156762,Liver disorder in pregnancy,,,,,"L167.,L1670,L167z"
ongoing_pregnancy,RCD2,L167.,,C0156762,Liver disorder in pregnancy,,,,,"L167.,L1670,L167z"
ongoing_pregnancy,RCD2,L183.,,C0156852,Pregnancy and drug dependence,,,,,L183.
ongoing_pregnancy,RCD2,L2101,,C0156893,Twin pregnancy - delivered,,,,,L2101
ongoing_pregnancy,RCD2,L2101,,C0156893,Twin pregnancy - delivered,,,,,L2101
ongoing_pregnancy,RCD2,L2111,,C0156896,Triplet pregnancy - delivered,,,,,L2111
ongoing_pregnancy,RCD2,L2111,,C0156896,Triplet pregnancy - delivered,,,,,L2111
ongoing_pregnancy,RCD2,L2121,,C0156899,Quadruplet pregnancy - delivered,,,,,L2121
ongoing_pregnancy,RCD2,L2121,,C0156899,Quadruplet pregnancy - delivered,,,,,L2121
ongoing_pregnancy,RCD2,L235z,,C0156984,Very large fetus causing disproportion,,,,,"L235.,L2350,L235z"
ongoing_pregnancy,RCD2,L2350,,C0156984,Very large fetus causing disproportion,,,,,"L235.,L2350,L235z"
ongoing_pregnancy,RCD2,L235.,,C0156984,Very large fetus causing disproportion,,,,,"L235.,L2350,L235z"
ongoing_pregnancy,RCD2,L235z,,C0156984,Very large fetus causing disproportion,,,,,"L235.,L2350,L235z"
ongoing_pregnancy,RCD2,L235.,,C0156984,Very large fetus causing disproportion,,,,,"L235.,L2350,L235z"
ongoing_pregnancy,RCD2,L2350,,C0156984,Very large fetus causing disproportion,,,,,"L235.,L2350,L235z"
ongoing_pregnancy,RCD2,L2451,,C0157035,Cervical incompetence - delivered,,,,,L2451
ongoing_pregnancy,RCD2,L2451,,C0157035,Cervical incompetence - delivered,,,,,L2451
ongoing_pregnancy,RCD2,L2841,,C0157157,Amniotic cavity infection - delivered,,,,,L2841
ongoing_pregnancy,RCD2,L2841,,C0157157,Amniotic cavity infection - delivered,,,,,L2841
ongoing_pregnancy,RCD2,L2950,,C0157187,Elderly primigravida,,,,,"L295z,L295.,L2950"
ongoing_pregnancy,RCD2,L2950,,C0157187,Elderly primigravida,,,,,"L295z,L295.,L2950"
ongoing_pregnancy,RCD2,L295.,,C0157187,Elderly primigravida,,,,,"L295z,L295.,L2950"
ongoing_pregnancy,RCD2,L295z,,C0157187,Elderly primigravida,,,,,"L295z,L295.,L2950"
ongoing_pregnancy,RCD2,L295z,,C0157187,Elderly primigravida,,,,,"L295z,L295.,L2950"
ongoing_pregnancy,RCD2,L295.,,C0157187,Elderly primigravida,,,,,"L295z,L295.,L2950"
ongoing_pregnancy,RCD2,L4105,,C0157498,Varicose veins of legs in pregnancy,,,,,L4105
ongoing_pregnancy,RCD2,Q005.,,C0158805,Fetal or neonatal effect of maternal injury,,,,,Q005.
ongoing_pregnancy,RCD2,Q005.,,C0158805,Fetal or neonatal effect of maternal injury,,,,,Q005.
ongoing_pregnancy,RCD2,Q10..,,C0158849,Slow fetal growth AND/OR fetal malnutrition,,,,,Q10..
ongoing_pregnancy,RCD2,Q401.,,C0158945,Congenital cytomegalovirus infection,,,,,Q401.
ongoing_pregnancy,RCD2,Q401.,,C0158945,Congenital cytomegalovirus infection,,,,,Q401.
ongoing_pregnancy,RCD2,ZV22.,,C0232989,Normal pregnancy,,,,,ZV22.
ongoing_pregnancy,RCD2,ZV220,,C0260550,Encounter due to first normal pregnancy supervision,,,,,ZV220
ongoing_pregnancy,RCD2,ZV220,,C0260550,Encounter due to first normal pregnancy supervision,,,,,ZV220
ongoing_pregnancy,RCD2,ZV23.,,C0260551,Encounter for supervision of high-risk pregnancy,,,,,ZV23.
